,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
2247,,,,"800,000 people pay a higher tax rate than someone who earns £1m.
",,,https://fullfact.org/economy/do-you-pay-higher-tax-rate-millionaire/,,,,,,,,,,,Do you pay a higher tax rate than a millionaire?,"Some people do pay higher tax rates than those earning £1m, but only when their income rises between certain amounts. The estimate of 800,000 people affected only applies to relatively high earners, but marginal tax rates affect low earners too.
",,,
2248,,,,"“800,000 people pay a higher tax rate than someone who earns £1m”",,,https://fullfact.org/economy/do-you-pay-higher-tax-rate-millionaire/,,,,,,,,,,,Do you pay a higher tax rate than a millionaire?,No verdict for Individual claims,,,
2249,,,,"The wealthiest are paying more and more tax.
",,,https://fullfact.org/economy/what-do-wealthiest-pay-tax/,,,,,,,,,,,What do the wealthiest pay in tax?,"There’s no one-line answer: it depends on who you define as the wealthiest. 
",,,
2250,,,,“The amount of tax paid by the wealthiest in our society has risen and risen in the last few years”,,,https://fullfact.org/economy/what-do-wealthiest-pay-tax/,,,,,,,,,,,What do the wealthiest pay in tax?,No verdict for Individual claims,,,
2251,,,,"The UK has taken in only 216 Syrian refugees. 
",,,https://fullfact.org/immigration/has-uk-only-taken-216-syrian-refugees/,,,,,,,,,,,Has the UK only taken in 216 Syrian refugees?,"The UK has taken in around 5,000 Syrian refugees. The 216 figure refers to an additional number resettled from around Syria under one particular scheme. 
",,,
2252,,,,"""Number of Syrian refugees Britain has taken in would fit on a Tube train""",,,https://fullfact.org/immigration/has-uk-only-taken-216-syrian-refugees/,,,,,,,,,,,Has the UK only taken in 216 Syrian refugees?,No verdict for Individual claims,,,
2253,,,,"""The UK has accepted 216 Syrian refugees. Germany has accepted 800,000.""",,,https://fullfact.org/immigration/has-uk-only-taken-216-syrian-refugees/,,,,,,,,,,,Has the UK only taken in 216 Syrian refugees?,No verdict for Individual claims,,,
2254,,,,"A senior judge has said that many of the people in the Calais ""jungle"" migrant camp aren't refugees, but want the UK's ""economic benefits"".
",,,https://fullfact.org/immigration/judge-truth-calais-benefits/,,,,,,,,,,,"""The judge who dared to tell the truth""?","One line in a recent judgment says ""many are probably not refugees"", but want to apply for asylum in the UK instead of France ""due to perceived advantages"". His judgment doesn't mention benefits.
",,,
2255,,,,"The UK's welfare system, public services and lax border controls explain the presence of migrants at Calais trying to cross.
",,,https://fullfact.org/immigration/why-are-there-so-many-migrants-calais/,,,,,,,,,,,Why are there so many migrants at Calais?,"Benefits aren't available to illegal immigrants, although asylum seekers get some support and use of public services. It's hard to say how secure the border is. 
",,,
2256,,,,"""The two most fundamental reasons why the migrants are massing at Calais rather than in Italy.
First, we are rightly considered a global soft-touch which will provide them with limitless welfare, free healthcare and education.
And second, the illegal immigrants are getting through our lax border controls, which only encourages more to come and try their luck""",,,https://fullfact.org/immigration/why-are-there-so-many-migrants-calais/,,,,,,,,,,,Why are there so many migrants at Calais?,No verdict for Individual claims,,,
2257,,,,"Government spending on flood defences until 2021 has heavily favoured London and the South East.
",,,https://fullfact.org/election-2019/flood-defence-spending/,,,,,,,,,,,We don’t know if there’s a north/south divide in flood defence spending because the data was taken offline,"There isn’t enough data available to prove this, and previous estimates  don’t clearly show this divide. Figures from the Environment Agency that could have helped shed light seem to have been taken offline.
",,,
2258,,,,“The government’s planned spending on flood defences until 2021 also heavily favours London and the south-east of England.”,,,https://fullfact.org/election-2019/flood-defence-spending/,,,,,,,,,,,We don’t know if there’s a north/south divide in flood defence spending because the data was taken offline,No verdict for Individual claims,,,
2259,,,,"According to analysis by Labour, Tory spending on flood defences overwhelmingly favours the South East… with Environment Agency spending falling 15 per cent in the North West, 14 per cent in Yorkshire and 3 per cent in the East Midlands between 2016 and 2018. Over the same period, the South East has seen a rise in spending of 14.5 per cent.",,,https://fullfact.org/election-2019/flood-defence-spending/,,,,,,,,,,,We don’t know if there’s a north/south divide in flood defence spending because the data was taken offline,No verdict for Individual claims,,,
2260,,,,"Taxpayers will pick up a £2 million security bill for Eugenie’s wedding.
",,,https://fullfact.org/news/princess-and-pcs-what-will-policing-princess-eugenies-wedding-cost/,,,,,,,,,,,The Princess and the PCs: What will policing Princess Eugenie’s wedding cost?,"This hasn’t been confirmed, but seems in the right ballpark based on reported costs for previous weddings.
",,,
2261,,,," “Taxpayers will pick up a £2 million security bill for Eugenie’s wedding,”",,,https://fullfact.org/news/princess-and-pcs-what-will-policing-princess-eugenies-wedding-cost/,,,,,,,,,,,The Princess and the PCs: What will policing Princess Eugenie’s wedding cost?,No verdict for Individual claims,,,
2262,,,,"The royal family brings in £400m a year in private revenue, of which £360m is kept by government under the Sovereign Act 2011.
",,,https://fullfact.org/economy/royal-family-what-are-costs-and-benefits/,,,,,,,,,,,How does the royal family make money?,"Incorrect. The Crown Estate brought in £330 million in 2017/18, this money goes to the government who then give the Queen a grant based on 25% of the Crown Estate’s income two years previously.But the Crown Estate isn’t the royal family’s private property. The Queen pays tax to government on her other private incomes.
",,,
2263,,,,"The Queen takes 15% of the crown estate profit each year - around £60m.
",,,https://fullfact.org/economy/royal-family-what-are-costs-and-benefits/,,,,,,,,,,,How does the royal family make money?,"Historically the Queen received a grant from the government based on 15% of the income from the Crown Estate, but this has gone up to 25% to pay for refurbishments to Buckingham Palace. In 2019/20 this will equate to about £82 million.
",,,
2264,,,,“Family brings in 400 million a year in private revenue that under the “sovereign act 2011” the government keeps £360 million of.”,,,https://fullfact.org/economy/royal-family-what-are-costs-and-benefits/,,,,,,,,,,,How does the royal family make money?,No verdict for Individual claims,,,
2265,,,,“Family brings in £1.8 b per year in tourism.”,,,https://fullfact.org/economy/royal-family-what-are-costs-and-benefits/,,,,,,,,,,,How does the royal family make money?,No verdict for Individual claims,,,
2266,,,,"An extra £1 billion will be invested on mental health spending by 2021.
",,,https://fullfact.org/health/unanswered-questions-extra-1-billion-mental-health/,,,,,,,,,,,Unanswered questions on “extra £1 billion” for mental health,"NHS England says it has committed to spending this much extra on mental health services in 2020/21 from its existing budget, over and above what is spent at the moment. If this is the whole rise in mental health spending in England over the next five years, then the spending will rise more slowly than on other parts of the NHS. If it isn’t, then we’re no closer to knowing how much will be spent on mental health.
",,,
2267,,,,“New investment in mental health services… An extra £1 billion will be invested in mental health care by 2021”,,,https://fullfact.org/health/unanswered-questions-extra-1-billion-mental-health/,,,,,,,,,,,Unanswered questions on “extra £1 billion” for mental health,No verdict for Individual claims,,,
2268,,,,"Half of everything we sell to the rest of the world goes to the EU.
",,,https://fullfact.org/factcheck/economy/half_uk_exports_europe-49441,,,,,,,,,,,Do half the UK's exports go to Europe?,"The proportion of all goods and services exported going to the EU was 44% last year.
",,,
2269,,,,"""Half of everything we sell to the rest of the world we sell to Europe""",,,https://fullfact.org/factcheck/economy/half_uk_exports_europe-49441,,,,,,,,,,,Do half the UK's exports go to Europe?,No verdict for Individual claims,,,
2270,,,,"UK universities get 15% extra money in funding from the EU, on top of what the government gives them. 
",,,https://fullfact.org/education/how-much-money-do-british-universities-get-eu/,,,,,,,,,,,How much money do British universities get from the EU?,"15%, or a little higher, is a rough estimate of additional EU research and development funding; this isn't only for universities. British higher education providers get at least 2.6% of their total income from the EU, or around 16% of their research income. 
",,,
2271,,,,"""UK universities receive an additional 15% in funding from the EU, on top of what the UK government gives them. Much of this is for research and development. The UK receives the second largest share of EU research funding.""",,,https://fullfact.org/education/how-much-money-do-british-universities-get-eu/,,,,,,,,,,,How much money do British universities get from the EU?,No verdict for Individual claims,,,
2272,,,,"Since 1987 more than 200,000 UK students have studied or worked in Europe on the Erasmus exchange programme, 15,000 in 2012 alone.
",,,https://fullfact.org/europe/british-students-and-eu/,,,,,,,,,,,British students and the EU,"Correct.
",,,
2273,,,,"""Over 200,000 students have studied or worked abroad under the Erasmus education programme since its establishment in 1987. In fact, just shy of 15,000 UK students studied in the EU in 2012 alone""",,,https://fullfact.org/europe/british-students-and-eu/,,,,,,,,,,,British students and the EU,No verdict for Individual claims,,,
2274,,,,"The government has broken a manifesto pledge by removing drugs from the Cancer Drugs Fund.
",,,https://fullfact.org/health/did-government-keep-its-promise-cancer-drugs-fund/,,,,,,,,,,,Did the government keep its promise on the Cancer Drugs Fund?,"In its manifesto the Conservative Party promised to continue to invest in the Fund, which has seen spending rise. But drugs have been removed from the list. And beyond 2016 it could be replaced by a new system.
",,,
2275,,,,"""Now [the government is] having to remove drugs from the Cancer Drugs Fund, breaking one of David Cameron's key election pledges to cancer patients.""",,,https://fullfact.org/health/did-government-keep-its-promise-cancer-drugs-fund/,,,,,,,,,,,Did the government keep its promise on the Cancer Drugs Fund?,No verdict for Individual claims,,,
2276,,,,"There's a ""massive gap"" of 100,000 units a year between what housing is needed and what is being built. 
",,,https://fullfact.org/economy/how-large-housing-gap/,,,,,,,,,,,How large is the housing gap?,"There's a few different ways of looking at it but 100,000 seems to be a pretty reasonable estimate of the gap (for 2014). 
",,,
2277,,,,"""Does the Prime Minister not think it is time to reconsider the question of the funding of the administration of housing, as well as, of course, the massive gap of 100,000 units a year between what is needed and what is being built?""",,,https://fullfact.org/economy/how-large-housing-gap/,,,,,,,,,,,How large is the housing gap?,No verdict for Individual claims,,,
2278,,,,"The number of hospital beds fell by 25,000 in the last six years of the last Labour government.
",,,https://fullfact.org/health/number-hospital-beds-falling/,,,,,,,,,,,Who's cutting hospital bed numbers?,"Correct, the number of overnight beds in the English NHS actually fell by slightly more—about 26,000—between 2003/04 and 2009/10.
",,,
2279,,,,"The average length of time for staying in hospital has virtually halved since the year 2000.
",,,https://fullfact.org/health/number-hospital-beds-falling/,,,,,,,,,,,Who's cutting hospital bed numbers?,"It hasn’t quite halved but it has fallen. The average length of stay overnight was eight days in 2000 and is about five days now.
",,,
2280,,,,"The government is cutting the number of hospital beds.
",,,https://fullfact.org/health/number-hospital-beds-falling/,,,,,,,,,,,Who's cutting hospital bed numbers?,"This is right, the number of overnight beds in the English NHS has fallen.
",,,
2281,,,,“When hospitals are struggling to provide essential care why is the government cutting the number of beds in our National Health Service?”,,,https://fullfact.org/health/number-hospital-beds-falling/,,,,,,,,,,,Who's cutting hospital bed numbers?,No verdict for Individual claims,,,
2282,,,,"“Thanks to medical advances, to the use of technology, to the quality of care, what we see in hospital stays is actually that the average length of time for staying in hospital has virtually halved since the year 2000. But let us look at Labour’s record on this issue, in the last six years of the last Labour government, 25,000 hospital beds were cut” ",,,https://fullfact.org/health/number-hospital-beds-falling/,,,,,,,,,,,Who's cutting hospital bed numbers?,No verdict for Individual claims,,,
2283,,,,"98% of NHS trusts are in deficit.
",,,https://fullfact.org/health/how-many-nhs-trusts-are-deficit/,,,,,,,,,,,How many NHS trusts are in deficit?,"This was roughly correct for acute trusts in the third quarter of 2015/16. But by the end of 2015/16 it was 65% of all NHS trusts, of which 75% were acute trusts (hospitals).
",,,
2284,,,,"“It was 98% of [NHS] trusts in deficit, I forget the exact number.”",,,https://fullfact.org/health/how-many-nhs-trusts-are-deficit/,,,,,,,,,,,How many NHS trusts are in deficit?,No verdict for Individual claims,,,
2285,,,,"Solar installations are down 94%.
",,,https://fullfact.org/energy-bill/solar-installations/,,,,,,,,,,,Labour makes misleading claim on solar energy,"This is misleading, because it compares two especially extreme months (March and April 2019), which almost always see a major drop in new solar capacity. 

Overall, the amount of new solar capacity being generated has stagnated significantly since 2017.
",,,
2286,,,,"“Last week, we learned that the Conservatives have effectively collapsed the solar industry, with a 94% drop in installations.”",,,https://fullfact.org/energy-bill/solar-installations/,,,,,,,,,,,Labour makes misleading claim on solar energy,No verdict for Individual claims,,,
2287,,,,“Solar installations are down by 94%.”,,,https://fullfact.org/energy-bill/solar-installations/,,,,,,,,,,,Labour makes misleading claim on solar energy,No verdict for Individual claims,,,
2288,,,,"The saving to the public purse from closing the Renewables Obligation (RO) to onshore wind a year early is up to £270 million a year.
",,,https://fullfact.org/economy/what-effect-public-purse-would-closing-renewables-obligation-early-have/,,,,,,,,,,,What effect on the public purse would closing the Renewables Obligation early have?,"The government won't improve its finances by closing the RO early, as the scheme is paid for by energy suppliers and their consumers. £270 million is the government's upper estimate of how much the closure could save them.
",,,
2289,,,,"""The estimated saving of closing the RO early to new onshore wind is up to £270 million per year.""",,,https://fullfact.org/economy/what-effect-public-purse-would-closing-renewables-obligation-early-have/,,,,,,,,,,,What effect on the public purse would closing the Renewables Obligation early have?,No verdict for Individual claims,,,
2290,,,,"Increasing numbers of people are being referred to the Channel ""deradicalisation"" scheme, including a large proportion under 18. 
",,,https://fullfact.org/news/deradicalisation-referrals-young-and-increasing/,,,,,,,,,,,"""Deradicalisation"" referrals: young and increasing?","Broadly correct. 
",,,
2291,,,,"""The number of potential extremists being referred to the government's deradicalisation scheme is rising to record levels.""",,,https://fullfact.org/news/deradicalisation-referrals-young-and-increasing/,,,,,,,,,,,"""Deradicalisation"" referrals: young and increasing?",No verdict for Individual claims,,,
2292,,,,"""Large proportion of those referred to UK deradicalisation scheme are under 18""",,,https://fullfact.org/news/deradicalisation-referrals-young-and-increasing/,,,,,,,,,,,"""Deradicalisation"" referrals: young and increasing?",No verdict for Individual claims,,,
2293,,,,"The head of Ofsted wants schools to discriminate on the basis of race when hiring teachers.
",,,https://fullfact.org/education/factcheck-can-white-teachers-be-discriminated-against/,,,,,,,,,,,Factcheck: Can white teachers be discriminated against?,"Sir Michael Wilshaw said that in some cases, he would hire an equally qualified person from an ethnic minority over another. But in law, this isn't 'discrimination'.
",,,
2294,,,,"
Discriminate against white teachers to ensure 'ethnic mix', says Ofsted chief Sir Michael Wilshaw",,,https://fullfact.org/education/factcheck-can-white-teachers-be-discriminated-against/,,,,,,,,,,,Factcheck: Can white teachers be discriminated against?,No verdict for Individual claims,,,
2295,,,,If I had two people applying for a job of equal merit and I felt we needed to increase the number of teachers from ethnic minority backgrounds to the staff then I would apply positive discrimination—as long as the two people were of equal merit.,,,https://fullfact.org/education/factcheck-can-white-teachers-be-discriminated-against/,,,,,,,,,,,Factcheck: Can white teachers be discriminated against?,No verdict for Individual claims,,,
2296,,,,"58.8% of graduates are in non-graduate jobs. 
",,,https://fullfact.org/education/are-graduates-settling-non-graduate-jobs/,,,,,,,,,,,Are graduates settling for non-graduate jobs?,"This figure is based on a survey from 2010. Separate figures from earlier this year paint a different picture. 
",,,
2297,,,,"""58.8 per cent of UK graduates have ended up in non-graduate jobs…""",,,https://fullfact.org/education/are-graduates-settling-non-graduate-jobs/,,,,,,,,,,,Are graduates settling for non-graduate jobs?,No verdict for Individual claims,,,
2298,,,,"The overall teacher vacancy rate is 0.3% and has remained under 1% for the past 15 years. 
",,,https://fullfact.org/education/theres-only-so-much-existing-data-can-tell-us-about-teacher-vacancies/,,,,,,,,,,,There's only so much the data can tell us about teacher vacancies,"That's correct, but the rate has been rising, albeit from a very low level. The data is thought not to fully reflect difficulties in teacher recruitment. 
",,,
2299,,,,“The overall teacher vacancy rate is 0.3% and has remained under 1% for the past 15 years.”,,,https://fullfact.org/education/theres-only-so-much-existing-data-can-tell-us-about-teacher-vacancies/,,,,,,,,,,,There's only so much the data can tell us about teacher vacancies,No verdict for Individual claims,,,
2300,,,,"Top universities make offers to 55% of white applicants, but only to 23% of black ones.
",,,https://fullfact.org/education/are-white-applicants-more-likely-receive-offers-top-universities-black-applicants/,,,,,,,,,,,Are white applicants more likely to receive offers to top universities than black applicants?,"These figures are correct, according to research looking at offers made by Russell Group universities, although they relate to applications rather than applicants. The reasons for the difference are complex - research has had conflicting findings on whether there is underlying discrimination.
",,,
2301,,,,"""Some research has shown that top universities make offers to 55% of white applicants, but only to 23% of black ones. The reasons are complex, but unconscious bias is clearly a risk.""",,,https://fullfact.org/education/are-white-applicants-more-likely-receive-offers-top-universities-black-applicants/,,,,,,,,,,,Are white applicants more likely to receive offers to top universities than black applicants?,No verdict for Individual claims,,,
2302,,,,"There are record numbers of young people going to university, including from disadvantaged backgrounds.
",,,https://fullfact.org/education/are-there-record-numbers-young-people-going-university/,,,,,,,,,,,Are there record numbers of young people going to university?,"Accurate based on numbers and rates of young people accepted onto full-time places at university in England. Advantaged students are still substantially more likely to go to university.
",,,
2303,,,,"""…we have seen record numbers of young people entering higher education, including record numbers from disadvantaged backgrounds…""",,,https://fullfact.org/education/are-there-record-numbers-young-people-going-university/,,,,,,,,,,,Are there record numbers of young people going to university?,No verdict for Individual claims,,,
2304,,,,"A senior judge has said that Muslim women should be allowed to wear a veil in court. 
",,,https://fullfact.org/law/lord-neuberger-unveiled/,,,,,,,,,,,Lord Neuberger unveiled?,"Lord Neuberger said that judges should understand why people wear a veil. He didn't call for a specific change to the law which allows veils to be restricted. 
",,,
2305,,,,"Muslim women should be allowed to wear the veil in court, top judge suggests—Daily Telegraph, 17 April 2015 
http://www.telegraph.co.uk/news/uknews/law-and-order/11543712/Muslim-women-should-be-allowed-to-wear-the-veil-in-court-top-judge-suggests.html",,,https://fullfact.org/law/lord-neuberger-unveiled/,,,,,,,,,,,Lord Neuberger unveiled?,No verdict for Individual claims,,,
2306,,,,"New rules mean that men accused of rape must prove that the woman consented to sex.
",,,https://fullfact.org/crime/factcheck-men-accused-rape-dont-have-prove-woman-said-yes/,,,,,,,,,,,"Men accused of rape don't have to ""prove that a woman said Yes""","The advice for police and prosecutors doesn't change the law. The state almost always has to prove lack of consent, and lack of a reasonable belief that there was.
",,,
2307,,,,"""Men must prove a woman said Yes under tough new rape rules""",,,https://fullfact.org/crime/factcheck-men-accused-rape-dont-have-prove-woman-said-yes/,,,,,,,,,,,"Men accused of rape don't have to ""prove that a woman said Yes""",No verdict for Individual claims,,,
2308,,,,"Giving all children a daily free meal at school improves their results.
",,,https://fullfact.org/education/free-school-meals-and-educational-performance/,,,,,,,,,,,Free school meals and educational performance,"That’s the conclusion of a prominent study of a pilot programme carried out a few years ago, although some of its authors have cautioned against it being used to justify the roll-out of this policy nationwide. Older studies have pointed in the same direction.
",,,
2309,,,,"“Why is free school meals a good idea? First of all, there’s bags of evidence that it increases educational attainment for young children”",,,https://fullfact.org/education/free-school-meals-and-educational-performance/,,,,,,,,,,,Free school meals and educational performance,No verdict for Individual claims,,,
2310,,,,"Pupils who both attend grammar schools and are entitled to free school meals represent one out of every thousand pupils generally.
",,,https://fullfact.org/education/few-pupils-are-both-grammar-schools-and-free-school-meals/,,,,,,,,,,,Few pupils are both at grammar schools and on free school meals,"Correct.
",,,
2311,,,,“Just one in every thousand pupils is a child on free school meals in a grammar school”.,,,https://fullfact.org/education/few-pupils-are-both-grammar-schools-and-free-school-meals/,,,,,,,,,,,Few pupils are both at grammar schools and on free school meals,No verdict for Individual claims,,,
2312,,,,"There's no evidence of a big drop-off rate of apprenticeships.
",,,https://fullfact.org/education/how-many-apprenticeships-are-successfully-completed/,,,,,,,,,,,How many apprenticeships are successfully completed?,"While the number of apprenticeships achieved each year has remained consistent, looking at achievements as a proportion of those finishing or due to finish shows,  just under a third were unsuccessful - a proportion which has been increasing.
",,,
2313,,,,"""There is no point in having starts if they are not going to be completed, but there is no evidence that there is a big drop?off rate of apprenticeships. If there was evidence of that, there would be a concern about looking at completions as well as starts.""",,,https://fullfact.org/education/how-many-apprenticeships-are-successfully-completed/,,,,,,,,,,,How many apprenticeships are successfully completed?,No verdict for Individual claims,,,
2314,,,,"The Conservatives have overseen the deepest cuts to post-16 education ever. 
",,,https://fullfact.org/education/16-19-education-saw-largest-fall-education-spending-over-last-parliament/,,,,,,,,,,,16-19 education saw the largest fall in education spending over the last Parliament,"Last Parliament saw spending on 16-19 education fall by 4% a year (after inflation). This contrasts with an increase of 8% a year on average between 1998 and 2009, according to the Institute for Fiscal Studies (we don't have comparable data before then). 
",,,
2315,,,,"""The Tories have totally failed to address the big challenges facing education […] the deepest, most severe cuts to post-16 education that we'll have ever seen.""",,,https://fullfact.org/education/16-19-education-saw-largest-fall-education-spending-over-last-parliament/,,,,,,,,,,,16-19 education saw the largest fall in education spending over the last Parliament,No verdict for Individual claims,,,
2316,,,,"1 million people bid for 85,000 apprenticeship places last year. 
",,,https://fullfact.org/economy/apprenticeships-cause-confusion-headlines/,,,,,,,,,,,Apprenticeships cause confusion in the headlines,"The figures are incomplete and only cover part of the year. They also only show applications not applicants. 
",,,
2317,,,,"The Department for Work and Pensions is or isn't carrying out a review of 60 suicides linked to benefits. 
",,,https://fullfact.org/law/dwp-reviewing-link-between-suicides-and-welfare-reform/,,,,,,,,,,,Is the DWP reviewing a link between suicides and welfare reform?,"The DWP has carried out internal 'Peer Reviews' in 40 individual cases since February 2012 after the suicide or apparent suicide of a customer. 
",,,
2318,,,,"""We've got 60 people who have committed suicide and their suicides are linked to benefits [...] the Department of Work and Pensions is supposed to be reviewing 60 cases where people have committed suicide""—Jonathan Bartley, Green Party Work and Pensions spokesperson, 5 May 2015 
http://www.bbc.co.uk/iplayer/episode/b05tb4pz/daily-politics-2015-election-debates-welfare#t=13m55s",,,https://fullfact.org/law/dwp-reviewing-link-between-suicides-and-welfare-reform/,,,,,,,,,,,Is the DWP reviewing a link between suicides and welfare reform?,No verdict for Individual claims,,,
2319,,,,"If more money is spent in Northern Ireland then the Barnett formula means Scotland and Wales will also receive more.
",,,https://fullfact.org/economy/northern-ireland-and-barnett-formula/,,,,,,,,,,,Northern Ireland and the Barnett formula,"It will depend on political negotiations. The Barnett formula isn’t set out in law.
",,,
2320,,,,"“If the DUP gets this hard-headed negotiated, 2.5 billion, 2 billion, 2.5 billion that they are asking for, the Barnett Formula says that the other devolved powers are going to have to have their share, too. That's about 3 billion for Wales, about 8 or 9 billion for Scotland.”",,,https://fullfact.org/economy/northern-ireland-and-barnett-formula/,,,,,,,,,,,Northern Ireland and the Barnett formula,No verdict for Individual claims,,,
2321,,,,"8.4 million people are watching S4C every week in the UK. 
",,,https://fullfact.org/news/hunt-84-million-welsh-speaking-telly-addicts/,,,,,,,,,,,The hunt for 8.4 million Welsh-speaking telly addicts,"S4C's annual report actually says 578,000.
",,,
2322,,,,"""I am sure he will welcome the news in S4C's annual report that 8.4 million people are watching S4C every week in the UK",,,https://fullfact.org/news/hunt-84-million-welsh-speaking-telly-addicts/,,,,,,,,,,,The hunt for 8.4 million Welsh-speaking telly addicts,No verdict for Individual claims,,,
2323,,,,"There are more hospital beds.
",,,https://fullfact.org/health/nhs-more-beds-doctors-flu-vaccines/,,,,,,,,,,,"NHS: More beds, more doctors, and more flu vaccines?","Incorrect. The number of beds available in NHS hospitals in England has been falling for the last thirty years, something experts put down to medical innovations. 1,300 fewer beds were used by patients fit to be discharged in November 2017 compared to the year before.
",,,
2324,,,,"There are more doctors.
",,,https://fullfact.org/health/nhs-more-beds-doctors-flu-vaccines/,,,,,,,,,,,"NHS: More beds, more doctors, and more flu vaccines?","Correct. It was 109,000 in September 2017, an increase of 11,900 since the same month in 2010.
",,,
2325,,,,"There are more flu vaccines available than ever before.
",,,https://fullfact.org/health/nhs-more-beds-doctors-flu-vaccines/,,,,,,,,,,,"NHS: More beds, more doctors, and more flu vaccines?","In October, the Chief Medical Officer for England said that there were “more people eligible than ever before” for the flu vaccine this winter, and NHS England said it aimed to treat up to 21 million people. Public Health England doesn’t yet have complete figures on how many people received the vaccine this winter.
",,,
2326,,,,"“We’ve got more beds, more doctors, more flu vaccines available than ever before.”",,,https://fullfact.org/health/nhs-more-beds-doctors-flu-vaccines/,,,,,,,,,,,"NHS: More beds, more doctors, and more flu vaccines?",No verdict for Individual claims,,,
2327,,,,"A quarter of nurses need a second job.
",,,https://fullfact.org/health/nurses-second-jobs/,,,,,,,,,,,Are nurses taking a second job to survive?,"23% of respondents to a survey of Royal College of Nursing members said they had taken an “additional paid job”, such as agency nursing, to help pay everyday bills and living expenses. We don’t know how representative this is of all nurses and this is based on a low response rate (8%).
",,,
2328,,,,"Many nurses have to go to food banks.
",,,https://fullfact.org/health/nurses-second-jobs/,,,,,,,,,,,Are nurses taking a second job to survive?,"Media reports show that at least some individual nurses and trainees have visited food banks. We do not have solid evidence of the scale of use.
",,,
2329,,,,“A quarter of our nurses need a second job. Many of them have to go to food banks.”,,,https://fullfact.org/health/nurses-second-jobs/,,,,,,,,,,,Are nurses taking a second job to survive?,No verdict for Individual claims,,,
2330,,,,"Around a dozen other European countries have banned zero hours contracts.
",,,https://fullfact.org/law/zero-hours-contracts-uk-europe/,,,,,,,,,,,"Zero hours contracts: is the UK ""the odd one out""?","Not all have an explicit ban, but it’s correct that most EU countries outlaw these contracts, heavily restrict them, or don’t see them widely used. The UK is one of around half a dozen European countries where zero hours contracts are both legal and fairly common.
",,,
2331,,,,"“In her speech on the steps of Downing Street, [Theresa May] also addressed insecure workers, saying ‘you have a job but that doesn’t always mean you have job security’. Does that mean that she’s proposing to... ban zero hours contracts as more than a dozen European nations have already done?”",,,https://fullfact.org/law/zero-hours-contracts-uk-europe/,,,,,,,,,,,"Zero hours contracts: is the UK ""the odd one out""?",No verdict for Individual claims,,,
2332,,,,"“Zero hours contracts are not allowed in Austria, Belgium, Czech Republic, Denmark, France, Germany, Hungary, Italy, Netherlands, Poland and Spain. It seems we’re the odd one out.”",,,https://fullfact.org/law/zero-hours-contracts-uk-europe/,,,,,,,,,,,"Zero hours contracts: is the UK ""the odd one out""?",No verdict for Individual claims,,,
2333,,,,"The UK received 24,000 asylum applications last year, far fewer than other EU countries. 
",,,https://fullfact.org/europe/un-wrong-asylum-seekers-britain/,,,,,,,,,,,UN wrong on asylum seekers in Britain,"It's 31,000 including family members, the sixth highest number in the EU. Adjusting for population size, the UK is 18th out of 30 European countries. 
",,,
2334,,,,"""The perspective has been largely lost, and very much so, in the United Kingdom … in 2014, Germany received 175,000 asylum applications; Sweden, 75,000; Italy, 63,000; France, 59,000; and the United Kingdom, 24,000.""",,,https://fullfact.org/europe/un-wrong-asylum-seekers-britain/,,,,,,,,,,,UN wrong on asylum seekers in Britain,No verdict for Individual claims,,,
2335,,,,"The Royal Mail is part-owned by the German government.
",,,https://fullfact.org/economy/who-owns-britains-trains-energy-postal/,,,,,,,,,,,"Who owns Britain’s trains, energy and postal service?","We’ve not seen any information on who all of the Royal Mail’s shareholders are and have asked them for more information.
",,,
2336,,,,"The energy market is mainly owned by the French government.
",,,https://fullfact.org/economy/who-owns-britains-trains-energy-postal/,,,,,,,,,,,"Who owns Britain’s trains, energy and postal service?","The French government is a major shareholder in the energy company EDF but not in any of the other Big Six providers. Other international companies have stakes in other members of the Big Six.
",,,
2337,,,,"The railways are owned by the Dutch and German government.
",,,https://fullfact.org/economy/who-owns-britains-trains-energy-postal/,,,,,,,,,,,"Who owns Britain’s trains, energy and postal service?","Governments in Germany, the Netherlands and France are shareholders in the companies and parent companies running around a dozen UK rail franchises.
",,,
2338,,,,"“The energy market is owned by the French government mainly, your railways are owned by the Dutch and German government and the Royal Mail's part-owned by the German government so they are state-owned, [it’s] just not Great Britain that owns them.”",,,https://fullfact.org/economy/who-owns-britains-trains-energy-postal/,,,,,,,,,,,"Who owns Britain’s trains, energy and postal service?",No verdict for Individual claims,,,
2339,,,,"Cannabis use causes a quarter of psychosis cases. 
",,,https://fullfact.org/health/factcheck-does-cannabis-cause-quarter-psychosis-cases/,,,,,,,,,,,Factcheck: does cannabis cause a quarter of psychosis cases?,"That's not what the research shows. High-potency cannabis (or skunk) is linked to 24% of cases in South London, but that's not representative of the rest of the country. 
",,,
2340,,,,"""Cannabis causing a quarter of psychosis""",,,https://fullfact.org/health/factcheck-does-cannabis-cause-quarter-psychosis-cases/,,,,,,,,,,,Factcheck: does cannabis cause a quarter of psychosis cases?,No verdict for Individual claims,,,
